protein_id	specie
SS50377_21685	spiro
SS50377_21695	spiro
SS50377_21712	spiro
SS50377_21734	spiro
SS50377_21744	spiro
SS50377_24305	spiro
SS50377_24608	spiro
SS50377_24619	spiro
SS50377_24621	spiro
SS50377_24622	spiro
SS50377_24623	spiro
SS50377_24649	spiro
SS50377_24651	spiro
SS50377_24668	spiro
SS50377_24787	spiro
SS50377_24807	spiro
SS50377_25200	spiro
SS50377_25201	spiro
SS50377_25269	spiro
SS50377_25770	spiro
SS50377_25898	spiro
SS50377_25906	spiro
SS50377_25913	spiro
SS50377_25918	spiro
SS50377_25919	spiro
SS50377_25927	spiro
SS50377_25928	spiro
SS50377_26220	spiro
SS50377_26233	spiro
SS50377_26321	spiro
SS50377_27079	spiro
SS50377_27082	spiro
SS50377_27091	spiro
SS50377_27094	spiro
SS50377_27168	spiro
SS50377_27171	spiro
SS50377_27731	spiro
SS50377_27912	spiro
SS50377_28374	spiro
SS50377_28504	spiro
SS50377_28513	spiro
SS50377_28523	spiro
SS50377_28527	spiro
SS50377_28553	spiro
SS50377_28555	spiro
SS50377_28556	spiro
SS50377_28557	spiro
SS50377_28558	spiro
SS50377_28559	spiro
SS50377_28560	spiro
SS50377_28566	spiro
SS50377_28595	spiro
SS50377_28596	spiro
SS50377_28601	spiro
SS50377_28602	spiro
SS50377_28613	spiro
SS50377_28632	spiro
SS50377_28633	spiro
SS50377_28634	spiro
SS50377_28653	spiro
SS50377_28655	spiro
SS50377_28656	spiro
SS50377_28657	spiro
SS50377_28658	spiro
SS50377_28661	spiro
SS50377_28662	spiro
SS50377_28663	spiro
SS50377_28664	spiro
SS50377_28668	spiro
SS50377_28669	spiro
SS50377_28671	spiro
SS50377_28672	spiro
SS50377_28673	spiro
SS50377_28723	spiro
SS50377_21393	spiro
SS50377_21426	spiro
SS50377_21428	spiro
SS50377_21431	spiro
SS50377_21436	spiro
SS50377_21543	spiro
SS50377_21548	spiro
SS50377_21556	spiro
SS50377_21564	spiro
SS50377_21570	spiro
SS50377_21576	spiro
SS50377_21580	spiro
SS50377_21585	spiro
SS50377_21609	spiro
SS50377_21612	spiro
SS50377_21618	spiro
SS50377_21624	spiro
SS50377_21647	spiro
SS50377_21665	spiro
SS50377_21676	spiro
SS50377_21715	spiro
SS50377_21732	spiro
SS50377_21736	spiro
SS50377_21737	spiro
SS50377_27931	spiro
SS50377_28498	spiro
SS50377_28520	spiro
SS50377_20474	spiro
SS50377_20478	spiro
SS50377_20491	spiro
SS50377_21627	spiro
SS50377_22604	spiro
SS50377_25961	spiro
SS50377_25969	spiro
SS50377_25994	spiro
SS50377_26007	spiro
SS50377_26040	spiro
SS50377_26042	spiro
SS50377_26060	spiro
SS50377_26061	spiro
SS50377_26063	spiro
SS50377_26064	spiro
SS50377_26076	spiro
SS50377_26078	spiro
SS50377_26080	spiro
SS50377_26081	spiro
SS50377_26083	spiro
SS50377_26085	spiro
SS50377_26086	spiro
SS50377_21365	spiro
SS50377_28443	spiro
SS50377_28444	spiro
SS50377_28445	spiro
SS50377_28446	spiro
SS50377_28447	spiro
SS50377_28448	spiro
SS50377_28449	spiro
SS50377_28450	spiro
SS50377_28451	spiro
SS50377_28455	spiro
SS50377_28456	spiro
SS50377_28457	spiro
SS50377_28458	spiro
SS50377_28459	spiro
SS50377_28460	spiro
SS50377_28461	spiro
SS50377_28462	spiro
SS50377_28463	spiro
SS50377_28464	spiro
SS50377_28465	spiro
SS50377_28466	spiro
SS50377_28467	spiro
SS50377_28468	spiro
SS50377_28469	spiro
SS50377_28470	spiro
SS50377_28471	spiro
SS50377_20326	spiro
SS50377_21314	spiro
SS50377_21327	spiro
SS50377_21345	spiro
SS50377_24844	spiro
SS50377_24865	spiro
SS50377_25106	spiro
SS50377_21400	spiro
SS50377_21419	spiro
SS50377_21475	spiro
SS50377_21476	spiro
SS50377_21477	spiro
SS50377_21478	spiro
SS50377_24183	spiro
SS50377_24187	spiro
SS50377_27750	spiro
SS50377_27757	spiro
SS50377_27767	spiro
SS50377_27773	spiro
SS50377_27802	spiro
SS50377_28384	spiro
SS50377_21434	spiro
SS50377_21550	spiro
SS50377_21621	spiro
SS50377_21645	spiro
SS50377_21668	spiro
SS50377_21694	spiro
SS50377_21699	spiro
SS50377_21742	spiro
SS50377_24778	spiro
SS50377_24808	spiro
SS50377_24811	spiro
SS50377_20832	spiro
SS50377_20867	spiro
SS50377_21319	spiro
SS50377_25899	spiro
SS50377_20762	spiro
SS50377_21328	spiro
SS50377_21336	spiro
SS50377_21344	spiro
SS50377_27369	spiro
SS50377_21374	spiro
SS50377_27711	spiro
SS50377_27732	spiro
SS50377_27739	spiro
SS50377_21397	spiro
SS50377_27916	spiro
SS50377_20525	spiro
SS50377_20541	spiro
SS50377_20567	spiro
SS50377_24782	spiro
SS50377_24800	spiro
SS50377_24218	spiro
SS50377_24230	spiro
SS50377_24245	spiro
SS50377_25092	spiro
SS50377_25098	spiro
SS50377_25100	spiro
SS50377_25103	spiro
SS50377_22708	spiro
SS50377_22715	spiro
SS50377_25771	spiro
SS50377_25773	spiro
SS50377_28316	spiro
SS50377_28614	spiro
SS50377_28677	spiro
SS50377_27245	spiro
SS50377_28733	spiro
SS50377_26183	spiro
SS50377_26184	spiro
SS50377_27208	spiro
SS50377_27212	spiro
SS50377_22542	spiro
SS50377_23733	spiro
SS50377_20835	spiro
SS50377_20840	spiro
SS50377_21778	spiro
SS50377_21788	spiro
SS50377_20176	spiro
SS50377_20177	spiro
SS50377_20350	spiro
SS50377_20577	spiro
SS50377_20611	spiro
SS50377_20681	spiro
SS50377_20914	spiro
SS50377_20942	spiro
SS50377_21088	spiro
SS50377_21114	spiro
SS50377_21239	spiro
SS50377_21246	spiro
SS50377_21902	spiro
SS50377_22159	spiro
SS50377_22166	spiro
SS50377_23127	spiro
SS50377_23139	spiro
SS50377_23212	spiro
SS50377_23248	spiro
SS50377_23347	spiro
SS50377_23450	spiro
SS50377_23776	spiro
SS50377_23863	spiro
SS50377_24033	spiro
SS50377_24204	spiro
SS50377_24296	spiro
SS50377_24425	spiro
SS50377_24452	spiro
SS50377_24590	spiro
SS50377_24726	spiro
SS50377_25347	spiro
SS50377_25557	spiro
SS50377_25872	spiro
SS50377_25900	spiro
SS50377_26178	spiro
SS50377_26545	spiro
SS50377_26667	spiro
SS50377_26838	spiro
SS50377_27059	spiro
SS50377_27412	spiro
SS50377_27578	spiro
SS50377_27707	spiro
SS50377_27847	spiro
SS50377_27981	spiro
SS50377_28043	spiro
SS50377_28280	spiro
SS50377_28332	spiro
GL50803_13728	wb
GL50803_112135	wb
GL50803_112673	wb
GL50803_113357	wb
GL50803_115066	wb
GL50803_26981	wb
GL50803_d26981	wb
GL50803_15250	wb
GL50803_41942	wb
GL50803_d15250	wb
GL50803_113319	wb
GL50803_113416	wb
GL50803_114180	wb
GL50803_28057	wb
GL50803_22553	wb
GL50803_28651	wb
GL50803_4532	wb
GL50803_27055	wb
GL50803_7718	wb
GL50803_14289	wb
GL50803_8325	wb
GL50803_8389	wb
GL50803_6148	wb
GL50803_15247	wb
GL50803_61675	wb
